Bin_ID,Location,Timestamp,Current_Fill_Level,Previous_Fill_Level,Fill_Rate,Day_of_Week,Hour,Waste_Type,Historical_Average_Fill,Collection_Due,Overflow_Status
AB-A-06,Academic Block A,2026-09-13T21:00:00,38.16,40.89,0.9,Sunday,15,Paper,42.23,No,No Overflow
LIB-02,Library,2026-09-12T13:00:00,97.44,96.61,0.9,Saturday,7,Paper,28.91,Yes,Overflowed
CA-03,Common Area,2026-09-27T23:00:00,93.55,93.91,2.64,Sunday,17,Plastic,54.11,Yes,Overflowed
AB-A-01,Academic Block A,2026-09-28T14:00:00,100,100,2.0,Monday,8,Paper,41.76,Yes,Overflowed
CAN-03,Canteen,2026-09-13T01:00:00,100,100,12.74,Sunday,19,Mixed,64.26,Yes,Overflowed
AB-A-04,Academic Block A,2026-09-19T21:00:00,36.72,35.07,0.9,Saturday,15,Paper,37.5,No,No Overflow
AB-A-05,Academic Block A,2026-09-13T21:00:00,20.66,19.06,0.9,Sunday,15,Paper,42.11,No,No Overflow
CAN-09,Canteen,2026-09-20T23:00:00,100,100,9.1,Sunday,17,Mixed,68.0,Yes,Overflowed
AB-A-07,Academic Block A,2026-09-13T18:00:00,31.91,33.26,0.9,Sunday,12,Paper,48.31,No,No Overflow
CA-07,Common Area,2026-09-13T01:00:00,100,100,2.64,Sunday,19,Plastic,44.6,Yes,Overflowed
HB1-10,Hostel Block 1,2026-09-17T13:00:00,47.57,46.71,5.94,Thursday,7,Organic,47.82,No,No Overflow
HB1-06,Hostel Block 1,2026-09-26T20:00:00,99.09,100,4.0,Saturday,14,Organic,56.35,Yes,Overflowed
CA-04,Common Area,2026-09-17T15:00:00,99.69,94.81,3.3,Thursday,9,Plastic,47.9,Yes,Overflowed
AB-B-03,Academic Block B,2026-09-13T22:00:00,87.04,88.73,1.12,Sunday,16,Paper,50.31,Yes,Overflowed
HB1-06,Hostel Block 1,2026-09-18T02:00:00,100,99.09,5.94,Friday,20,Organic,56.17,Yes,Overflowed
LIB-01,Library,2026-09-10T20:00:00,72.49,72.17,2.16,Thursday,14,Paper,42.68,No,Likely Overflow
LIB-08,Library,2026-09-04T19:00:00,48.83,42.52,2.16,Friday,13,Paper,38.51,No,No Overflow
CAN-03,Canteen,2026-09-29T00:00:00,100,100,11.76,Tuesday,18,Mixed,68.33,Yes,Overflowed
HB1-01,Hostel Block 1,2026-09-22T01:00:00,100,100,5.94,Tuesday,19,Organic,64.5,Yes,Overflowed
AB-B-07,Academic Block B,2026-09-24T13:00:00,75.87,77.98,2.5,Thursday,7,Paper,47.5,Yes,Likely Overflow
LIB-05,Library,2026-09-24T22:00:00,23.86,23.38,2.16,Thursday,16,Paper,41.94,No,No Overflow
CAN-09,Canteen,2026-09-22T16:00:00,100,100,8.4,Tuesday,10,Mixed,57.57,Yes,Overflowed
AB-A-08,Academic Block A,2026-09-07T13:00:00,44.88,44.02,2.0,Monday,7,Paper,41.94,No,No Overflow
HB2-01,Hostel Block 2,2026-09-23T16:00:00,84.85,76.82,4.18,Wednesday,10,Organic,57.39,Yes,Likely Overflow
CA-05,Common Area,2026-09-17T02:00:00,44.25,37.77,3.3,Thursday,20,Plastic,57.27,No,No Overflow
CAN-02,Canteen,2026-09-05T21:00:00,97.27,90.62,9.1,Saturday,15,Mixed,60.73,Yes,Overflowed
LIB-07,Library,2026-09-16T21:00:00,100,97.84,2.16,Wednesday,15,Paper,34.78,Yes,Overflowed
HB2-04,Hostel Block 2,2026-09-30T21:00:00,97.91,95.77,4.18,Wednesday,15,Organic,56.16,Yes,Overflowed
CAN-06,Canteen,2026-09-29T00:00:00,100,100,11.76,Tuesday,18,Mixed,69.25,Yes,Overflowed
HB1-01,Hostel Block 1,2026-09-20T20:00:00,100,100,4.0,Sunday,14,Organic,50.46,Yes,Overflowed
HB2-10,Hostel Block 2,2026-09-10T16:00:00,100,100,4.18,Thursday,10,Organic,66.95,Yes,Overflowed
CAN-06,Canteen,2026-09-11T00:00:00,100,100,11.76,Friday,18,Mixed,60.73,Yes,Overflowed
HB1-05,Hostel Block 1,2026-09-16T18:00:00,87.36,76.88,4.4,Wednesday,12,Organic,57.09,Yes,Overflowed
CAN-03,Canteen,2026-09-09T17:00:00,100,100,11.76,Wednesday,11,Mixed,59.19,Yes,Overflowed
HB1-09,Hostel Block 1,2026-09-29T19:00:00,64.46,53.7,4.4,Tuesday,13,Organic,61.73,No,No Overflow
CAN-08,Canteen,2026-09-05T17:00:00,100,100,12.74,Saturday,11,Mixed,57.76,Yes,Overflowed
AB-A-06,Academic Block A,2026-09-13T03:00:00,35.65,38.16,0.9,Sunday,21,Paper,41.96,No,No Overflow
HB2-05,Hostel Block 2,2026-09-07T16:00:00,63.64,62.66,4.18,Monday,10,Organic,64.9,No,No Overflow
HB2-10,Hostel Block 2,2026-09-23T17:00:00,100,100,4.18,Wednesday,11,Organic,52.47,Yes,Overflowed
LIB-02,Library,2026-09-08T16:00:00,100,97.44,2.16,Tuesday,10,Paper,28.91,Yes,Overflowed
AB-B-07,Academic Block B,2026-09-21T16:00:00,77.16,75.87,2.5,Monday,10,Paper,37.94,Yes,Likely Overflow
CAN-02,Canteen,2026-09-16T14:00:00,100,97.27,8.4,Wednesday,8,Mixed,69.26,Yes,Overflowed
CA-08,Common Area,2026-09-19T03:00:00,66.17,61.39,2.64,Saturday,21,Plastic,44.84,No,No Overflow
CA-03,Common Area,2026-09-29T20:00:00,92.64,93.55,3.3,Tuesday,14,Plastic,50.59,Yes,Overflowed
CA-08,Common Area,2026-09-10T18:00:00,63.3,66.17,3.3,Thursday,12,Plastic,47.14,No,No Overflow
CAN-06,Canteen,2026-09-03T23:00:00,100,100,8.4,Thursday,17,Mixed,67.33,Yes,Overflowed
CAN-03,Canteen,2026-09-29T03:00:00,100,100,8.4,Tuesday,21,Mixed,57.67,Yes,Overflowed
HB2-01,Hostel Block 2,2026-09-30T02:00:00,96.37,84.85,5.64,Wednesday,20,Organic,53.16,Yes,Overflowed
CAN-10,Canteen,2026-09-14T01:00:00,100,100,11.76,Monday,19,Mixed,65.92,Yes,Overflowed
CA-08,Common Area,2026-09-29T03:00:00,60.12,63.3,3.3,Tuesday,21,Plastic,47.21,No,No Overflow
HB1-04,Hostel Block 1,2026-09-19T22:00:00,100,100,4.0,Saturday,16,Organic,48.93,Yes,Overflowed
HB1-03,Hostel Block 1,2026-09-15T23:00:00,100,100,4.4,Tuesday,17,Organic,56.78,Yes,Overflowed
CA-07,Common Area,2026-09-06T02:00:00,99.46,100,2.64,Sunday,20,Plastic,51.08,Yes,Overflowed
CAN-08,Canteen,2026-09-04T18:00:00,100,100,11.76,Friday,12,Mixed,59.92,Yes,Overflowed
HB1-01,Hostel Block 1,2026-09-23T15:00:00,100,100,4.4,Wednesday,9,Organic,47.25,Yes,Overflowed
HB1-03,Hostel Block 1,2026-09-19T23:00:00,99.46,100,4.0,Saturday,17,Organic,60.63,Yes,Overflowed
CA-01,Common Area,2026-09-22T03:00:00,91.04,88.75,3.3,Tuesday,21,Plastic,49.3,Yes,Overflowed
HB1-05,Hostel Block 1,2026-09-03T19:00:00,87.35,87.36,4.4,Thursday,13,Organic,59.05,Yes,Overflowed
AB-B-01,Academic Block B,2026-09-16T18:00:00,38.96,43.36,2.5,Wednesday,12,Paper,53.84,No,No Overflow
HB1-09,Hostel Block 1,2026-09-08T20:00:00,75.22,64.46,4.4,Tuesday,14,Organic,60.57,Yes,Likely Overflow
HB1-04,Hostel Block 1,2026-09-20T00:00:00,100,100,5.4,Sunday,18,Organic,57.31,Yes,Overflowed
HB1-08,Hostel Block 1,2026-09-23T16:00:00,23.0,23.94,4.4,Wednesday,10,Organic,48.12,No,No Overflow
HB1-04,Hostel Block 1,2026-09-06T19:00:00,100,100,4.0,Sunday,13,Organic,59.35,Yes,Overflowed
CA-03,Common Area,2026-09-24T01:00:00,90.58,92.64,3.3,Thursday,19,Plastic,47.6,Yes,Overflowed
CA-05,Common Area,2026-09-10T18:00:00,43.62,44.25,3.3,Thursday,12,Plastic,53.06,No,No Overflow
AB-B-01,Academic Block B,2026-09-16T15:00:00,48.3,38.96,2.5,Wednesday,9,Paper,45.19,No,No Overflow
HB1-08,Hostel Block 1,2026-09-15T00:00:00,28.53,23.0,5.94,Tuesday,18,Organic,56.89,No,No Overflow
HB2-09,Hostel Block 2,2026-09-26T23:00:00,100,100,3.8,Saturday,17,Organic,64.86,Yes,Overflowed
LIB-08,Library,2026-09-25T22:00:00,45.14,48.83,2.16,Friday,16,Paper,43.72,No,No Overflow
HB2-03,Hostel Block 2,2026-09-18T00:00:00,100,100,5.64,Friday,18,Organic,56.51,Yes,Overflowed
AB-A-08,Academic Block A,2026-09-03T02:00:00,46.96,44.88,2.0,Thursday,20,Paper,43.86,No,No Overflow
LIB-01,Library,2026-09-18T15:00:00,79.61,72.49,2.16,Friday,9,Paper,30.96,Yes,Likely Overflow
HB2-03,Hostel Block 2,2026-09-04T23:00:00,100,100,4.18,Friday,17,Organic,53.7,Yes,Overflowed
AB-A-06,Academic Block A,2026-09-29T21:00:00,31.43,35.65,2.0,Tuesday,15,Paper,42.02,No,No Overflow
AB-B-01,Academic Block B,2026-09-17T19:00:00,44.61,48.3,2.5,Thursday,13,Paper,45.22,No,No Overflow
HB2-04,Hostel Block 2,2026-09-23T01:00:00,96.86,97.91,5.64,Wednesday,19,Organic,55.55,Yes,Overflowed
HB1-01,Hostel Block 1,2026-09-27T13:00:00,100,100,5.4,Sunday,7,Organic,60.42,Yes,Overflowed
AB-A-03,Academic Block A,2026-09-14T18:00:00,99.02,96.44,2.0,Monday,12,Paper,46.61,Yes,Overflowed
AB-A-04,Academic Block A,2026-10-01T03:00:00,44.79,36.72,2.0,Thursday,21,Paper,35.24,No,No Overflow
AB-A-03,Academic Block A,2026-09-10T19:00:00,95.92,99.02,2.0,Thursday,13,Paper,37.24,Yes,Overflowed
LIB-06,Library,2026-09-24T23:00:00,64.4,64.0,2.16,Thursday,17,Paper,45.35,No,No Overflow
CA-04,Common Area,2026-09-13T20:00:00,100,99.69,2.64,Sunday,14,Plastic,57.65,Yes,Overflowed
HB1-09,Hostel Block 1,2026-09-03T23:00:00,84.86,75.22,4.4,Thursday,17,Organic,64.35,Yes,Likely Overflow
AB-B-01,Academic Block B,2026-09-22T02:00:00,42.61,44.61,2.5,Tuesday,20,Paper,43.26,No,No Overflow
HB2-09,Hostel Block 2,2026-09-13T21:00:00,100,100,3.8,Sunday,15,Organic,52.29,Yes,Overflowed
CAN-10,Canteen,2026-09-02T01:00:00,100,100,11.76,Wednesday,19,Mixed,57.41,Yes,Overflowed
LIB-08,Library,2026-09-24T21:00:00,45.61,45.14,2.16,Thursday,15,Paper,35.63,No,No Overflow
AB-B-07,Academic Block B,2026-09-08T20:00:00,76.52,77.16,2.5,Tuesday,14,Paper,43.23,Yes,Likely Overflow
CA-06,Common Area,2026-09-30T00:00:00,81.54,84.79,3.3,Wednesday,18,Plastic,55.78,Yes,Likely Overflow
LIB-07,Library,2026-09-14T22:00:00,100,100,2.16,Monday,16,Paper,41.79,Yes,Overflowed
AB-A-02,Academic Block A,2026-09-08T16:00:00,88.29,84.97,2.0,Tuesday,10,Paper,35.21,Yes,Overflowed
HB2-03,Hostel Block 2,2026-09-20T23:00:00,97.48,100,3.8,Sunday,17,Organic,62.66,Yes,Overflowed
CAN-04,Canteen,2026-09-02T19:00:00,100,100,11.76,Wednesday,13,Mixed,64.9,Yes,Overflowed
CAN-05,Canteen,2026-09-29T01:00:00,100,100,11.76,Tuesday,19,Mixed,58.02,Yes,Overflowed
HB1-03,Hostel Block 1,2026-09-09T02:00:00,100,99.46,5.94,Wednesday,20,Organic,63.5,Yes,Overflowed
LIB-01,Library,2026-09-21T01:00:00,79.26,79.61,2.16,Monday,19,Paper,40.11,Yes,Likely Overflow
HB1-04,Hostel Block 1,2026-09-29T15:00:00,100,100,4.4,Tuesday,9,Organic,64.74,Yes,Overflowed
HB2-01,Hostel Block 2,2026-09-10T17:00:00,100,96.37,4.18,Thursday,11,Organic,51.1,Yes,Overflowed
CA-03,Common Area,2026-09-25T03:00:00,96.38,90.58,3.3,Friday,21,Plastic,45.15,Yes,Overflowed
HB2-10,Hostel Block 2,2026-09-16T13:00:00,100,100,5.64,Wednesday,7,Organic,67.5,Yes,Overflowed
LIB-07,Library,2026-09-14T01:00:00,100,100,2.16,Monday,19,Paper,37.44,Yes,Overflowed
HB2-01,Hostel Block 2,2026-09-05T17:00:00,100,100,3.8,Saturday,11,Organic,56.78,Yes,Overflowed
HB2-05,Hostel Block 2,2026-09-09T02:00:00,74.29,63.64,5.64,Wednesday,20,Organic,54.06,No,Likely Overflow
AB-B-02,Academic Block B,2026-09-26T20:00:00,61.31,59.31,1.12,Saturday,14,Paper,53.47,No,No Overflow
CA-08,Common Area,2026-09-14T21:00:00,61.86,60.12,3.3,Monday,15,Plastic,51.54,No,No Overflow
HB1-01,Hostel Block 1,2026-09-07T18:00:00,100,100,4.4,Monday,12,Organic,58.64,Yes,Overflowed
CA-01,Common Area,2026-09-12T14:00:00,98.29,91.04,2.64,Saturday,8,Plastic,51.64,Yes,Overflowed
AB-A-04,Academic Block A,2026-09-09T19:00:00,48.23,44.79,2.0,Wednesday,13,Paper,46.13,No,No Overflow
CA-02,Common Area,2026-09-03T16:00:00,100,99.23,3.3,Thursday,10,Plastic,56.48,Yes,Overflowed
LIB-07,Library,2026-09-18T16:00:00,100,100,2.16,Friday,10,Paper,36.63,Yes,Overflowed
HB1-06,Hostel Block 1,2026-09-11T03:00:00,100,100,5.94,Friday,21,Organic,47.28,Yes,Overflowed
CA-08,Common Area,2026-09-24T14:00:00,68.72,61.86,3.3,Thursday,8,Plastic,55.44,No,No Overflow
CA-05,Common Area,2026-09-09T00:00:00,42.78,43.62,3.3,Wednesday,18,Plastic,52.88,No,No Overflow
CA-05,Common Area,2026-09-08T21:00:00,43.04,42.78,3.3,Tuesday,15,Plastic,47.79,No,No Overflow
HB2-04,Hostel Block 2,2026-09-18T23:00:00,97.7,96.86,4.18,Friday,17,Organic,56.47,Yes,Overflowed
HB2-07,Hostel Block 2,2026-09-29T20:00:00,51.35,42.93,4.18,Tuesday,14,Organic,58.39,No,No Overflow
CAN-03,Canteen,2026-09-17T01:00:00,100,100,11.76,Thursday,19,Mixed,72.12,Yes,Overflowed
HB1-08,Hostel Block 1,2026-09-11T19:00:00,38.03,28.53,4.4,Friday,13,Organic,47.82,No,No Overflow
CAN-04,Canteen,2026-09-05T13:00:00,100,100,9.1,Saturday,7,Mixed,61.69,Yes,Overflowed
LIB-02,Library,2026-09-24T19:00:00,97.91,100,2.16,Thursday,13,Paper,33.31,Yes,Overflowed
AB-B-07,Academic Block B,2026-09-13T22:00:00,77.64,76.52,1.12,Sunday,16,Paper,52.0,Yes,Likely Overflow
LIB-06,Library,2026-09-22T18:00:00,71.06,64.4,2.16,Tuesday,12,Paper,32.63,No,Likely Overflow
CA-08,Common Area,2026-09-24T23:00:00,71.47,68.72,3.3,Thursday,17,Plastic,55.31,No,Likely Overflow
CAN-03,Canteen,2026-09-26T18:00:00,100,100,12.74,Saturday,12,Mixed,60.05,Yes,Overflowed
HB2-06,Hostel Block 2,2026-09-07T03:00:00,77.12,64.61,5.64,Monday,21,Organic,66.01,Yes,Likely Overflow
CA-08,Common Area,2026-09-02T21:00:00,79.62,71.47,3.3,Wednesday,15,Plastic,42.61,Yes,Likely Overflow
CA-07,Common Area,2026-09-27T23:00:00,95.19,99.46,2.64,Sunday,17,Plastic,42.87,Yes,Overflowed
AB-B-01,Academic Block B,2026-09-27T23:00:00,46.64,42.61,1.12,Sunday,17,Paper,41.17,No,No Overflow
AB-A-01,Academic Block A,2026-09-07T21:00:00,95.85,100,2.0,Monday,15,Paper,42.21,Yes,Overflowed
LIB-05,Library,2026-09-23T03:00:00,25.78,23.86,2.16,Wednesday,21,Paper,39.1,No,No Overflow
HB2-06,Hostel Block 2,2026-09-01T13:00:00,81.52,77.12,5.64,Tuesday,7,Organic,59.58,Yes,Likely Overflow
AB-A-02,Academic Block A,2026-09-18T00:00:00,96.97,88.29,2.0,Friday,18,Paper,38.95,Yes,Overflowed
AB-A-02,Academic Block A,2026-09-18T02:00:00,98.0,96.97,2.0,Friday,20,Paper,46.56,Yes,Overflowed
CA-07,Common Area,2026-09-30T15:00:00,92.84,95.19,3.3,Wednesday,9,Plastic,43.93,Yes,Overflowed
AB-B-02,Academic Block B,2026-09-08T16:00:00,60.34,61.31,2.5,Tuesday,10,Paper,48.16,No,No Overflow
HB1-07,Hostel Block 1,2026-09-10T01:00:00,55.97,51.81,5.94,Thursday,19,Organic,54.14,No,No Overflow
HB1-10,Hostel Block 1,2026-09-15T22:00:00,54.73,47.57,4.4,Tuesday,16,Organic,51.38,No,No Overflow
HB1-04,Hostel Block 1,2026-09-23T02:00:00,100,100,5.94,Wednesday,20,Organic,62.26,Yes,Overflowed
CA-01,Common Area,2026-09-22T01:00:00,100,98.29,3.3,Tuesday,19,Plastic,42.57,Yes,Overflowed
HB1-09,Hostel Block 1,2026-09-18T20:00:00,82.39,84.86,4.4,Friday,14,Organic,48.01,Yes,Likely Overflow
AB-B-03,Academic Block B,2026-09-03T20:00:00,91.57,87.04,2.5,Thursday,14,Paper,52.22,Yes,Overflowed
HB1-06,Hostel Block 1,2026-09-20T02:00:00,100,100,5.4,Sunday,20,Organic,64.53,Yes,Overflowed
CA-05,Common Area,2026-09-02T16:00:00,51.49,43.04,3.3,Wednesday,10,Plastic,45.81,No,No Overflow
CA-03,Common Area,2026-09-19T20:00:00,100,96.38,2.64,Saturday,14,Plastic,46.88,Yes,Overflowed
LIB-08,Library,2026-09-30T17:00:00,48.66,45.61,2.16,Wednesday,11,Paper,44.19,No,No Overflow
AB-A-03,Academic Block A,2026-09-07T03:00:00,91.14,95.92,2.0,Monday,21,Paper,49.31,Yes,Overflowed
AB-B-06,Academic Block B,2026-09-19T15:00:00,59.59,55.49,1.12,Saturday,9,Paper,50.54,No,No Overflow
HB1-10,Hostel Block 1,2026-09-30T14:00:00,61.57,54.73,5.94,Wednesday,8,Organic,52.39,No,No Overflow
LIB-01,Library,2026-09-28T02:00:00,86.97,79.26,2.16,Monday,20,Paper,35.0,Yes,Overflowed
HB1-06,Hostel Block 1,2026-09-14T01:00:00,100,100,5.94,Monday,19,Organic,60.32,Yes,Overflowed
CAN-01,Canteen,2026-09-24T14:00:00,100,100,8.4,Thursday,8,Mixed,66.01,Yes,Overflowed
AB-A-04,Academic Block A,2026-09-04T19:00:00,44.29,48.23,2.0,Friday,13,Paper,38.18,No,No Overflow
LIB-03,Library,2026-09-25T22:00:00,49.38,48.67,2.16,Friday,16,Paper,45.19,No,No Overflow
CAN-06,Canteen,2026-09-11T13:00:00,100,100,8.4,Friday,7,Mixed,68.41,Yes,Overflowed
HB2-03,Hostel Block 2,2026-09-16T16:00:00,100,97.48,4.18,Wednesday,10,Organic,56.4,Yes,Overflowed
HB2-02,Hostel Block 2,2026-09-06T23:00:00,100,100,3.8,Sunday,17,Organic,60.55,Yes,Overflowed
CAN-06,Canteen,2026-09-20T17:00:00,100,100,12.74,Sunday,11,Mixed,71.36,Yes,Overflowed
AB-A-06,Academic Block A,2026-09-09T15:00:00,37.4,31.43,2.0,Wednesday,9,Paper,40.84,No,No Overflow
AB-B-02,Academic Block B,2026-09-24T19:00:00,57.33,60.34,2.5,Thursday,13,Paper,42.7,No,No Overflow
AB-A-01,Academic Block A,2026-09-10T20:00:00,94.63,95.85,2.0,Thursday,14,Paper,40.48,Yes,Overflowed
AB-B-01,Academic Block B,2026-09-03T15:00:00,49.94,46.64,2.5,Thursday,9,Paper,44.76,No,No Overflow
HB2-07,Hostel Block 2,2026-09-14T14:00:00,54.95,51.35,5.64,Monday,8,Organic,50.47,No,No Overflow
AB-A-06,Academic Block A,2026-09-20T22:00:00,43.39,37.4,0.9,Sunday,16,Paper,48.12,No,No Overflow
AB-A-01,Academic Block A,2026-09-10T19:00:00,90.82,94.63,2.0,Thursday,13,Paper,40.98,Yes,Overflowed
CA-04,Common Area,2026-09-19T03:00:00,99.04,100,2.64,Saturday,21,Plastic,59.87,Yes,Overflowed
HB2-08,Hostel Block 2,2026-09-06T23:00:00,98.74,100,3.8,Sunday,17,Organic,56.85,Yes,Overflowed
HB1-04,Hostel Block 1,2026-09-09T20:00:00,99.74,100,4.4,Wednesday,14,Organic,49.63,Yes,Overflowed
HB1-02,Hostel Block 1,2026-09-14T17:00:00,65.12,66.64,4.4,Monday,11,Organic,55.72,No,No Overflow
HB1-01,Hostel Block 1,2026-09-09T00:00:00,100,100,5.94,Wednesday,18,Organic,58.25,Yes,Overflowed
AB-B-05,Academic Block B,2026-09-15T14:00:00,48.09,52.5,2.5,Tuesday,8,Paper,39.44,No,No Overflow
HB1-10,Hostel Block 1,2026-09-12T02:00:00,71.23,61.57,5.4,Saturday,20,Organic,58.16,No,Likely Overflow
HB1-06,Hostel Block 1,2026-09-15T18:00:00,100,100,4.4,Tuesday,12,Organic,54.75,Yes,Overflowed
LIB-06,Library,2026-09-20T15:00:00,73.4,71.06,0.9,Sunday,9,Paper,33.41,No,Likely Overflow
CAN-01,Canteen,2026-09-07T20:00:00,100,100,11.76,Monday,14,Mixed,62.66,Yes,Overflowed
CA-08,Common Area,2026-09-11T17:00:00,84.78,79.62,3.3,Friday,11,Plastic,55.23,Yes,Likely Overflow
CA-08,Common Area,2026-09-20T01:00:00,85.68,84.78,2.64,Sunday,19,Plastic,46.36,Yes,Overflowed
CAN-09,Canteen,2026-09-26T19:00:00,100,100,12.74,Saturday,13,Mixed,63.57,Yes,Overflowed
AB-B-05,Academic Block B,2026-09-19T21:00:00,52.96,48.09,1.12,Saturday,15,Paper,40.24,No,No Overflow
AB-A-02,Academic Block A,2026-09-24T20:00:00,95.94,98.0,2.0,Thursday,14,Paper,50.97,Yes,Overflowed
CAN-08,Canteen,2026-09-11T02:00:00,100,100,11.76,Friday,20,Mixed,69.47,Yes,Overflowed
CAN-07,Canteen,2026-09-26T19:00:00,100,100,12.74,Saturday,13,Mixed,69.11,Yes,Overflowed
HB1-04,Hostel Block 1,2026-09-08T17:00:00,100,99.74,4.4,Tuesday,11,Organic,58.86,Yes,Overflowed
CAN-07,Canteen,2026-09-13T14:00:00,100,100,9.1,Sunday,8,Mixed,65.08,Yes,Overflowed
LIB-02,Library,2026-09-13T21:00:00,100,97.91,0.9,Sunday,15,Paper,37.12,Yes,Overflowed
CAN-01,Canteen,2026-09-14T21:00:00,100,100,8.4,Monday,15,Mixed,57.66,Yes,Overflowed
CAN-01,Canteen,2026-09-30T01:00:00,100,100,11.76,Wednesday,19,Mixed,66.66,Yes,Overflowed
AB-A-06,Academic Block A,2026-09-05T01:00:00,46.6,43.39,0.9,Saturday,19,Paper,38.47,No,No Overflow
AB-B-03,Academic Block B,2026-09-21T22:00:00,100,91.57,2.5,Monday,16,Paper,37.8,Yes,Overflowed
LIB-08,Library,2026-09-21T19:00:00,48.46,48.66,2.16,Monday,13,Paper,45.4,No,No Overflow
CAN-07,Canteen,2026-09-14T14:00:00,100,100,8.4,Monday,8,Mixed,57.19,Yes,Overflowed
HB2-07,Hostel Block 2,2026-09-24T21:00:00,61.76,54.95,4.18,Thursday,15,Organic,60.04,No,No Overflow
AB-B-07,Academic Block B,2026-09-15T18:00:00,83.95,77.64,2.5,Tuesday,12,Paper,44.04,Yes,Likely Overflow
LIB-02,Library,2026-09-23T21:00:00,100,100,2.16,Wednesday,15,Paper,30.71,Yes,Overflowed
HB2-05,Hostel Block 2,2026-09-04T17:00:00,84.93,74.29,4.18,Friday,11,Organic,57.49,Yes,Likely Overflow
AB-A-08,Academic Block A,2026-09-28T00:00:00,46.33,46.96,2.0,Monday,18,Paper,36.55,No,No Overflow
HB2-04,Hostel Block 2,2026-09-26T16:00:00,99.38,97.7,3.8,Saturday,10,Organic,59.38,Yes,Overflowed
AB-A-07,Academic Block A,2026-09-16T00:00:00,31.37,31.91,2.0,Wednesday,18,Paper,46.54,No,No Overflow
HB1-04,Hostel Block 1,2026-09-03T01:00:00,99.26,100,5.94,Thursday,19,Organic,59.79,Yes,Overflowed
HB1-06,Hostel Block 1,2026-09-21T14:00:00,100,100,5.94,Monday,8,Organic,59.19,Yes,Overflowed
CAN-04,Canteen,2026-09-08T21:00:00,100,100,8.4,Tuesday,15,Mixed,60.14,Yes,Overflowed
HB2-10,Hostel Block 2,2026-09-14T20:00:00,100,100,4.18,Monday,14,Organic,54.17,Yes,Overflowed
AB-B-04,Academic Block B,2026-09-06T23:00:00,46.1,41.65,1.12,Sunday,17,Paper,48.83,No,No Overflow
CA-03,Common Area,2026-09-07T20:00:00,100,100,3.3,Monday,14,Plastic,52.66,Yes,Overflowed
CAN-02,Canteen,2026-09-07T16:00:00,100,100,8.4,Monday,10,Mixed,62.01,Yes,Overflowed
CAN-07,Canteen,2026-09-03T22:00:00,100,100,8.4,Thursday,16,Mixed,58.83,Yes,Overflowed
AB-B-04,Academic Block B,2026-09-12T18:00:00,41.82,46.1,1.12,Saturday,12,Paper,40.55,No,No Overflow
LIB-07,Library,2026-09-28T20:00:00,100,100,2.16,Monday,14,Paper,37.5,Yes,Overflowed
LIB-03,Library,2026-09-13T22:00:00,44.88,49.38,0.9,Sunday,16,Paper,35.07,No,No Overflow
HB1-07,Hostel Block 1,2026-09-28T20:00:00,64.76,55.97,4.4,Monday,14,Organic,58.11,No,No Overflow
CAN-02,Canteen,2026-09-26T17:00:00,100,100,12.74,Saturday,11,Mixed,73.54,Yes,Overflowed
LIB-08,Library,2026-09-05T18:00:00,46.64,48.46,0.9,Saturday,12,Paper,30.12,No,No Overflow
AB-B-04,Academic Block B,2026-09-13T00:00:00,41.38,41.82,1.12,Sunday,18,Paper,39.54,No,No Overflow
LIB-03,Library,2026-09-05T22:00:00,41.38,44.88,0.9,Saturday,16,Paper,34.91,No,No Overflow
LIB-05,Library,2026-09-19T00:00:00,32.71,25.78,0.9,Saturday,18,Paper,44.54,No,No Overflow
AB-B-04,Academic Block B,2026-09-18T15:00:00,38.84,41.38,2.5,Friday,9,Paper,45.81,No,No Overflow
HB1-05,Hostel Block 1,2026-09-27T20:00:00,96.47,87.35,4.0,Sunday,14,Organic,58.15,Yes,Overflowed
CA-07,Common Area,2026-09-01T20:00:00,100,92.84,3.3,Tuesday,14,Plastic,44.46,Yes,Overflowed
CA-08,Common Area,2026-09-18T21:00:00,87.71,85.68,3.3,Friday,15,Plastic,53.76,Yes,Overflowed
HB2-06,Hostel Block 2,2026-09-15T00:00:00,87.0,81.52,5.64,Tuesday,18,Organic,65.12,Yes,Overflowed
AB-A-06,Academic Block A,2026-09-19T13:00:00,43.59,46.6,0.9,Saturday,7,Paper,48.33,No,No Overflow
AB-A-03,Academic Block A,2026-09-09T16:00:00,88.49,91.14,2.0,Wednesday,10,Paper,43.68,Yes,Overflowed
HB2-04,Hostel Block 2,2026-09-20T00:00:00,100,99.38,5.13,Sunday,18,Organic,63.91,Yes,Overflowed
HB2-07,Hostel Block 2,2026-09-04T22:00:00,69.79,61.76,4.18,Friday,16,Organic,52.06,No,No Overflow
CAN-09,Canteen,2026-09-12T21:00:00,100,100,9.1,Saturday,15,Mixed,71.81,Yes,Overflowed
CAN-03,Canteen,2026-09-15T21:00:00,100,100,8.4,Tuesday,15,Mixed,60.93,Yes,Overflowed
CAN-04,Canteen,2026-09-27T23:00:00,100,100,9.1,Sunday,17,Mixed,70.52,Yes,Overflowed
AB-A-03,Academic Block A,2026-09-15T17:00:00,94.92,88.49,2.0,Tuesday,11,Paper,40.27,Yes,Overflowed
HB2-03,Hostel Block 2,2026-09-28T14:00:00,100,100,5.64,Monday,8,Organic,63.96,Yes,Overflowed
